小区,房屋数量,count,均价变动,lng,lat,地址
君悦花园,122,49628.0,-0.015784799999999998,121.38963700000001,31.198025,虹梅路3887弄1-6号
番禺大厦,104,69115.0,-0.051442999999999996,121.43460900000001,31.212928,番禺路222弄26-32号(双)
新南路壹号(别墅),238,40888.0,,121.34819399999999,31.091828000000003,"明兴路528弄,明兴路428弄"
胶州大厦,8,40423.0,0.00968353,121.4456,31.241128000000003,胶州路707弄1号
华润中央公园(二期),221,48825.0,0.0123343,121.32278799999999,31.317746999999997,陈翔公路1588弄
塘泾北苑,20,28543.0,-0.07772849999999999,121.45133500000001,31.051249,曹家塘路390弄
保翔苑,78,29761.0,0.0032336999999999995,121.347099,31.407921,陆翔路3500弄
志丹小区,43,54746.0,-0.028707599999999996,121.435612,31.267389,甘泉路501弄1-42号
阳曲路760弄小区,48,55657.0,-0.00213106,121.46731399999999,31.324686,阳曲路760弄
文华苑,20,57902.0,0.00125994,121.471221,31.303071000000003,车站北路727弄
里昂花园(西区),86,63674.0,0.00114288,121.403466,31.200267999999998,荣华东道59弄
凉城路68弄小区,18,51666.0,0.22049499999999997,121.47673,31.28639,凉城路68弄
上海中学住宅区,19,93964.0,-0.0156013,121.44201799999999,31.146571999999995,上中路400号
金地天地云墅(公寓),96,42570.0,0.0112881,121.397709,31.368095,苏家浜路388弄
嘉善小区,36,122272.0,0.00926324,121.46642,31.216521000000004,嘉善路119弄1-41号
新光小区,45,64000.0,,121.409995,31.220102,"玉屏南路541-596号,玉屏南路561弄,玉屏南路537弄"
上上海花城,18,8781.0,-0.116568,121.226574,31.616709999999998,龙江路266号
梅州大楼,11,15105.0,-0.0467408,121.345568,30.724296999999996,隆安路389号
协和家园(北区),10,42105.0,-0.165659,121.3626,31.218901000000002,协和路323弄
申地苑,39,59839.0,-0.035805699999999996,121.473074,31.271928000000003,平型关路68弄
臻园(公寓),137,106344.0,0.00300642,121.407218,31.197018,古北路1551弄
黄浦众鑫城,518,86566.0,0.023982,121.489783,31.225259,西藏南路555弄
长堤花园别墅,421,48000.0,,121.256401,31.172890999999996,"徐泾西路165弄,盈港东路2655弄"
融科托斯卡纳庄园,94,16848.0,0.00225222,121.42489599999999,31.804122999999997,沙南西路1100号
明园森林都市滴翠苑,88,76618.0,-0.00822633,121.46063500000001,31.295074,共和新路2999弄
虹桥中华园(别墅),130,81187.0,0.041879400000000004,121.370659,31.192293,虹桥路2388弄
育秀四区,34,28001.0,-0.0037724000000000004,121.4776,30.918208,育秀路36弄
金都花好悦园,376,45145.0,0.036358800000000004,121.405703,31.097596999999997,银都路3151弄
虹园一村,81,63239.0,-0.023195900000000002,121.378804,31.218887,"北渔路128弄,北渔路116弄,北渔路120弄"
平保小区,38,53396.0,-0.031945299999999996,121.460872,31.32351,保德路662弄
国际丽都城,1025,107175.0,,121.46711499999999,31.239975,"石门二路199弄,北京西路758弄"
东新大厦,2,86229.0,0.0383611,121.488716,31.234434000000004,浙江南路78号
金辉海上铭著,13,71619.0,-0.0061879,121.40173200000001,31.117784000000004,莘朱路698弄
中原一村,20,14637.0,-0.00336211,121.324053,30.954107,富汇路
海星小区,11,22136.0,0.0437388,121.306757,31.214153999999997,老北翟路4958号
虹二村诸陈家宅,1,26376.0,0.776171,121.413669,31.189640999999998,吴中路465弄
青橙青年公寓,2,38877.0,-0.00583472,121.435506,31.283065999999998,沪太路1051弄
昌鑫花园(别墅),182,45888.0,-0.014183100000000002,121.21000500000001,31.027960999999998,思贤路1855弄
西林小区,9,31144.0,-0.0991273,121.22696499999999,31.019417999999998,乐都路411弄
振安广场,38,62767.0,0.561606,121.465911,31.242063,石门二路333弄3号
天平路179弄小区,122,105762.0,-0.0114502,121.44560700000001,31.20497,天平路179弄
泗泾颐景园,375,37048.0,0.016777200000000003,121.273096,31.128684000000003,泗陈公路518弄
中虹花园锦绣文华,97,73786.0,0.00519038,121.47499499999999,31.288165000000003,凉城路139弄
鸿宝一村(南区),242,33367.0,-0.0264969,121.43512199999999,30.997602,鸿宝一村
阳曲路570弄小区,15,52883.0,-0.00440472,121.468121,31.321856,阳曲路570弄1-87号
西部大楼,74,54493.0,0.00489377,121.436664,31.266759999999998,志丹路97弄
保利叶语(一期公寓),330,52914.0,-0.00617015,121.375276,31.349573,宝菊路22弄
良辰美景公寓(北块),30,59628.0,-0.0193255,121.472264,31.308438,广粤路1577弄
大桥小区,28,71696.0,-0.010279,121.432216,31.233242999999998,"长宁支路133弄,长宁支路165弄"
鑫都城云天绿洲,180,45757.0,0.0167518,121.39991299999998,31.058458,鑫都路2711弄
新家园西湖苑小区,280,48436.0,0.0347649,121.36918600000001,31.119315000000004,西环路777弄
珠江悦公馆,182,21535.0,0.0114878,121.238873,31.157123,沪青平公路2799弄
联明雅苑,5,28146.0,-0.0098789,121.34976999999999,31.14531,中春路7155弄68支弄
临汾名城(三期),121,61739.0,-0.010486200000000001,121.47421499999999,31.318531,临汾路80弄
丽景小区,48,29053.0,0.027801599999999996,121.25178600000001,31.383046999999998,"塔城路461号,塔城路495弄,塔城路463号,嘉定塔城路475弄"
南方格林蓝天春满园公寓,10,45696.0,0.128299,121.473456,31.285271,广中路523号
绍兴路25弄小区,10,125063.0,0.000443834,121.469977,31.214926000000002,绍兴路25弄
北京西路1081弄新里,58,112179.0,,121.46074899999999,31.236125,北京西路1081弄
新源人家,71,17508.0,-0.0446304,121.31935700000001,30.942866,叶校路355弄
东体小区,132,65930.0,0.032946300000000005,121.49524199999999,31.287137,东体育会路659弄
福建中路379弄小区,9,90427.0,0.496458,121.486272,31.242515,福建中路379弄
芷江中路413弄小区,5,57572.0,-0.00540956,121.47633200000001,31.265545,芷江中路413弄
晨星东区,82,22488.0,0.0363085,121.32285900000001,31.052382,新飞路1751弄
江宁路363弄公房,12,129008.0,-0.013682299999999998,121.458425,31.239784999999998,江宁路363弄
娄山关路810弄小区,11,125793.0,-0.00431434,121.41143999999998,31.219835999999997,娄山关路810弄
北城公寓,65,48487.0,0.201684,121.485654,31.273814,西江湾路167弄
车站西路小区,1,50508.0,-0.00244836,121.47178946346001,31.306030906664,"车站西路小区|奎照路37号,奎照路11弄,奎照路39号,车站西路303弄,奎照路12弄,车站西路307弄,车站西路309弄,车站西路301弄,车站西路305弄,奎照路8弄,奎照路30弄，奎照路4弄"
野奴泾小区,1,73232.0,0.00641792,121.376504,31.207514,剑河路780弄
百吉花苑,46,18689.0,-0.00150326,121.251929,31.037789,五昆路210弄1-8号
威宁雅苑,14,22848.0,-0.00348317,121.20925700000001,31.001849,玉秀路39号
佳兆业君汇上品,104,31857.0,0.0239439,121.20134399999999,31.202714,崧建路339弄
春辉新村,112,36782.0,0.00724253,121.39320500000001,31.070834,颛兴路748弄
瑞康小区,1,59359.0,-0.169675,121.49588600000001,31.262843,四平路52弄
时代豪庭,12,90829.0,-0.024645,121.48468500000001,31.230071000000002,淮海中路111号
中辉新苑,11,78722.0,-0.00527306,121.481057,31.201632,打浦路585弄
新乐路7弄小区,9,111939.0,-0.0611114,121.46453100000001,31.224551,新乐路7弄
合生城邦(四街坊别墅),48,44149.0,-0.00912296,121.41197,31.026274,金平路788弄
习勤小区,51,76027.0,-0.0360261,121.43342,31.172383,康健路105弄
申亚新华府,155,84037.0,0.00147978,121.426879,31.212051000000002,新华路666弄1-5号
绿地金卫新家园,220,18544.0,0.00596504,121.320388,30.750369,龙轩路2208弄
汇景苑,382,88755.0,-0.00771154,121.467897,31.210686,陕西南路888弄
绿地新江桥城(东区),532,42519.0,0.028129200000000004,121.31775400000001,31.243662,金耀南路300弄
新潮时代,20,62730.0,0.0170021,121.48873200000001,31.259719,中州路133弄
居乐小区,1,26203.0,-0.198377,121.291128,31.33837,马陆街145弄
绿翡翠家园,19,59733.0,0.034834,121.41149399999999,31.261327,曹杨路2001弄
永新世纪永新城,490,113270.0,-0.0403885,121.45008,31.198849,辛耕路81弄
宝启公寓,269,42948.0,0.013417199999999999,121.439279,31.376573999999998,蕰川路1625弄
彭三小区,85,50000.0,,121.45591100000001,31.315971,"临汾路899弄,闻喜路806弄,临汾路809弄,彭浦新村185-189号,临汾路191号-195号"
振颖苑,9,90138.0,0.07009910000000001,121.47831200000002,31.214859000000004,徐家汇路436弄
依云郡(公寓),38,43625.0,0.0585269,121.32078899999999,31.159794,沪亭北路1001弄
华苑小区,67,37854.0,-0.11604500000000001,121.331331,31.228532,北翟路2900弄
斜土路486弄,10,77662.0,0.0307916,121.483993,31.208475,斜土路486弄
海尚菊苑(南区),137,38584.0,0.00173049,121.372881,31.359624,陆翔路698弄
凯华公寓,1,65107.0,-0.0974449,121.43816699999999,31.188738,凯旋路3031弄
海珀日晖,307,108557.0,-0.000464499,121.480402,31.198597999999997,打浦路666弄
东南弄村公寓,28,27122.0,0.0139457,121.355804,31.417882000000002,永顺路81弄
梅山小筑,4,56467.0,0.0571491,121.493297,31.165678999999997,西营南路18弄
红旗三村,42,33676.0,-0.020883099999999998,121.407293,31.016999,碧江路402弄
春江锦庐,170,58338.0,0.0127881,121.39293400000001,31.137852000000002,古美西路752弄
富岩路230弄小区,1,27904.0,-0.0326981,121.37830100000001,31.035297999999997,富岩路230弄
信利苑(航华二村三街坊),90,46441.0,-0.045438099999999995,121.354019,31.17735,信利苑|航华二村三街坊256-295号
闵富花苑,96,35802.0,0.0149959,121.376875,31.109625,莘松路475弄
日月华庭,27,39359.0,0.0091934,121.398352,31.069494,颛兴路639弄
愚园路528号小区,11,124205.0,-0.159223,121.44511999999999,31.228076,愚园路528号
森陇家园,25,69279.0,0.00256243,121.422032,31.143159000000004,梅陇路565弄
虹祺花苑,39,61850.0,0.00420173,121.48509399999999,31.270089000000002,宝山路888弄
中星红庐,956,65284.0,0.036636800000000004,121.36801499999999,31.050186,昆阳路3299弄
武康路新里,22,122290.0,0.000805403,121.447166,31.218983,武康路69弄
永巍公寓,10,51921.0,-0.00562,121.470606,31.285934,广中路618号
敦昌别墅,28,40527.0,0.00400474,121.251723,31.156955,沪青平公路2525号
友谊新村,1,57219.0,0.00382873,121.484583,31.290512,水电路737弄15-16号
龙漕路66弄小区,31,71682.0,-0.0157113,121.444099,31.174776,龙漕路66弄2-14号
灵石LOFT公寓,234,29399.0,0.013116299999999997,121.43977199999999,31.284746000000002,灵石路871号
瑞金南苑,223,88051.0,0.00714212,121.473757,31.205638,瑞金南路458弄1-23号
锦川公寓,146,23684.0,0.10382899999999999,121.476122,31.04771,剑川路139弄
森安苑,64,41936.0,0.00030515,121.42831899999999,31.124499,普乐路665弄1-56号
叶家村,3,21841.0,-0.00153222,121.284811,31.125032,沪松公路2520弄
宝华城市花园,127,80333.0,-0.00656274,121.47320900000001,31.284714,株洲路399弄1-10号
老宅角,64,22869.0,-0.00129655,121.36734399999999,31.156254999999998,新镇路983弄
西郊柏盛苑,2,62290.0,-0.018206599999999996,121.373281,31.195178000000002,虹井路889弄1-10号
月浦二村,57,34485.0,-0.06847,121.43494399999999,31.425917,北安路45号
一品漫城(三期别墅),12,59068.0,-0.0095061,121.498002,31.122567,浦申路2639弄
和家欣苑B区,38,32729.0,-0.0115418,121.424637,31.370152,红林路576弄
合景叠翠峰二期(馨园),143,34686.0,0.038664699999999996,121.22855200000001,31.386992,秋竹路655弄
京都苑,113,69718.0,,121.357956,31.157309,"七莘路2950弄50支弄,青年路369弄"
茂盛花苑,52,43947.0,-0.00964563,121.344444,31.176523,七莘路3885弄
虹桥豪苑,540,91643.0,0.0001893,121.416053,31.213105,紫云路118弄
宝石公寓,26,47848.0,-0.030503100000000002,121.399096,31.201545,水城南路51弄16-39号
虹桥新城,170,79540.0,-0.008740799999999998,121.413147,31.222195000000003,长宁路1661弄
万源新城(北区),206,63633.0,-0.028993,121.39061000000001,31.179060999999997,环镇南路200弄
南沙公寓,10,114563.0,0.000530629,121.459158,31.233392,"西康路106,112号"
新理想家园,42,67206.0,-0.021460800000000002,121.462701,31.273044,洛川中路600弄1-24号
九九园,31,80522.0,0.026882200000000002,121.42591000000002,31.199496000000003,中山西路1251弄
同盛嘉园(西区),33,40926.0,-0.00564422,121.440197,31.384916999999998,月城路299弄
锦绣花园,2,9373.0,-0.033729199999999994,121.269075,30.182103,北二环东路
爱家豪庭,254,81358.0,0.0444483,121.49886299999999,31.267032,物华路246弄
岚皋大楼,99,64041.0,-0.00545197,121.434494,31.253220000000002,岚皋路40弄5-7号
珊珊小区,28,102607.0,0.00257111,121.458853,31.216963,复兴中路1333弄
延安嘉苑,1,80000.0,,121.43503,31.215434000000002,"延安西路1228弄8号,延安西路1228弄2号"
长征农场长乐三村,43,5424.0,0.0152762,121.42197900000001,31.768417,长征农场长乐三村
海岸景苑,68,16073.0,0.0129756,121.48488700000001,30.835995,新柘东路99弄
广安苑(二期),5,14124.0,-0.014159399999999999,121.40511299999999,31.637895,八一路817弄
徐泾北城欣沁苑,52,31968.0,0.00390265,121.243645,31.188614,尚泰路238弄
君临颐和花园,25,49905.0,-0.022472299999999997,121.399391,31.094834000000002,银都路3535弄
环镇西路41弄小区,32,55449.0,0.00792087,121.39941200000001,31.181915999999998,环镇西路41弄
兰桥公寓,41,32810.0,-0.037297500000000004,121.216365,31.032128999999998,思贤路1365弄
日月华庭,9,38770.0,0.00288999,121.396297,31.068803000000003,颛乐路199弄
园景苑(PARK VILLE),36,86361.0,0.0475219,121.488649,31.216388000000002,徐家汇路1弄
华泰大厦,42,41098.0,-0.175904,121.46351399999999,31.208935999999998,肇嘉浜路388号
森活乐莫苑,59,41923.0,0.00453364,121.258329,31.015614000000003,中山东路70弄
爱文坊,10,103531.0,-0.116888,121.456893,31.235339,北京西路1312弄
金鹤新城城杰苑,121,42005.0,0.020178,121.31486899999999,31.25113,鹤霞路600弄
河畔雅苑,12,27211.0,-0.0839962,121.23349499999999,31.007056,人民南路15弄
建德坊,132,109670.0,0.0626041,121.48317800000001,31.219286,建国东路328弄1-22号
八五嘉苑,43,49753.0,-0.0342043,121.441193,31.1723,沪闵路9555弄
满春坊,1,100000.0,,121.48722,31.243539000000002,台湾路9弄
翰林苑,41,48224.0,-0.0229093,121.4885,31.286292,广纪路19号
乐业五村,156,35355.0,,121.430948,31.416919,"四元路360弄,四元路366弄,德都路218弄"
紫藤居(公寓),64,64689.0,-0.0144036,121.3708,31.177148,紫藤路99弄
湖南公寓,71,110579.0,-0.000100089,121.44548700000001,31.214919000000002,湖南路280弄
祁连家园,10,43974.0,-0.00267075,121.388783,31.318637,祁连山路2555弄
淞南十村,377,45296.0,0.031122300000000002,121.479176,31.339845,淞南十村
乐山大楼,3,80466.0,0.00216881,121.439228,31.202441999999998,乐山路25弄1-2号
文化名园,138,68047.0,-0.0107801,121.49728999999999,31.312828000000003,吉浦路375弄
当代新华,114,87586.0,0.0226995,121.42616699999999,31.208834999999997,新华路569弄99号
华敏世纪广场,155,80515.0,-0.035768699999999994,121.44181599999999,31.222975,延安西路688弄
祥鼎高级商务公寓,31,31718.0,-0.00802027,121.431776,31.240215999999997,光复西路645号
虬江小区,3,59413.0,0.0298089,121.482367,31.257802,虬江路888弄
万科笠泽苑,9,58447.0,0.0449329,121.34266399999998,31.162215000000003,中春路8888弄271-308号
江海花园,254,25837.0,0.00978137,121.46955600000001,30.908540000000002,人民南路5号
金山豪庭,326,19972.0,-0.00240265,121.359747,30.73988,卫清东路2988弄
金鹤新城金霞苑,362,44965.0,-0.0046607,121.323949,31.252767,鹤霞路111弄
大宁瑞仕花园,187,98035.0,0.00763964,121.45296499999999,31.274059,延长中路727弄
上海干巷经济小区,16,11288.0,0.0328579,121.241831,30.832340000000002,金张公路2550号
交通路3193弄小区,9,58372.0,-0.058451499999999997,121.418695,31.268202000000002,交通路3193弄
恒力苑,30,92869.0,-0.00353156,121.43739599999999,31.211090999999996,幸福路111弄1-6号
协诚中心大厦,38,57481.0,-0.0198793,121.46566499999999,31.261266,大统路958弄
逸仙小区,111,59385.0,0.0643876,121.490766,31.312493,场中路4弄
华新明珠苑(公寓),11,26515.0,0.103045,121.241114,31.250228000000003,华强街118弄
镜中苑,20,14461.0,-0.028808999999999998,121.240521,30.839571000000003,荣丰路
绿地秋霞坊(公寓),107,42895.0,-0.0561495,121.26529,31.334424,双单路999弄
沁春园二村,72,44762.0,0.013628,121.384149,31.100001000000002,莘西南路155弄
冠华大楼,2,67093.0,0.362797,121.46557,31.269761,共和新路1302号
大华二村二街坊,163,58612.0,,121.423634,31.278421999999996,"新沪路345弄,新沪路837弄,新沪路405弄,大华路301弄,新沪路285弄,新沪路475弄,大华路455弄"
南苑四村,21,28977.0,0.0298101,121.251749,31.362997999999997,南苑四村
康平小区,405,53450.0,-0.00455125,121.456267,31.319353000000003,"汾西路885弄,汾西路835号,汾西路875号,汾西路825号,汾西路855号,临汾路894弄,汾西路865号,汾西路845号,临汾路850弄,汾西路815弄"
振宏小区,29,62436.0,-0.036991,121.410409,31.195606,伊犁南路24弄
新亚徐汇公寓,32,51736.0,-0.143441,121.45259899999999,31.195708000000003,斜土路2526号
梧桐城邦(四期公寓),61,67783.0,0.012782700000000001,121.41671299999999,31.299474,真华路1989弄
丽锦小区,48,68843.0,0.019700400000000003,121.425463,31.184021,柳州路600弄
武警医院小区,11,44873.0,-0.010998,121.392192,31.198031,延安西路2932弄
广凉苑,16,55059.0,-0.139854,121.476476,31.28874,凉城路210弄
天平路36弄小区,9,97321.0,-0.0392211,121.44404899999999,31.209478999999998,天平路36弄
经典茂名,161,124269.0,0.0189422,121.465879,31.234732,茂名北路318弄
联星丽景苑,6,34486.0,-0.029606099999999996,121.353808,31.2866,白丽路185弄
西村小区,22,27000.0,,121.26269599999999,31.386778000000003,"塔城东路495弄,塔城东路489弄,塔城东路491弄,塔城东路483-487单号,塔城东路493弄"
北京西路1400弄小区,18,116539.0,0.0186382,121.45530500000001,31.235009,北京西路1400弄
展宏大厦,9,65094.0,-0.00846916,121.44375,31.26887,延长西路318弄
大华兰湖天境,143,27481.0,-0.039461699999999995,121.36276299999999,31.409678999999997,罗迎路505弄
曹杨一村,57,57358.0,0.105144,121.413802,31.245053000000002,花溪路
思南公馆,580,149476.0,0.0935304,121.47515700000001,31.220777000000002,复兴中路523号
曹杨三村,80,59729.0,-0.00380496,121.41021,31.24492,杏山路 
龙湖新壹城,652,28705.0,0.011087799999999998,121.243693,31.058374,谷阳北路2558弄
新虹桥君悦湾墅,250,46786.0,-0.00378867,121.282972,31.167734000000003,联民路777弄
华师名苑,1,48000.0,0.6186689999999999,121.402468,31.235726,大渡河路690弄
育兰社区,2,21433.0,0.00589385,121.28866200000002,31.333793,育兰路55弄
巨龙台湾城,107,34560.0,0.11011800000000001,121.43899499999999,30.989819,沪杭公路418弄
镇中小区,16,21815.0,0.0161893,121.202541,31.159049,赵中路52弄
平和里小区,9,102777.0,,121.47616599999999,31.240961,黄河路239号
南山大楼,9,97501.0,-0.00763316,121.43713600000001,31.195933,宜山路187号
曲阳新村,27,73405.0,0.03481769999999999,121.49736399999999,31.279301,"曲阳路465弄,曲阳路455弄"
虬龙公寓,51,64449.0,0.14138199999999998,121.49404299999999,31.262169,虬江路60号
绿园十村,9,54246.0,-0.04569430000000001,121.365047,31.213353,福泉路385弄
君子兰公寓,19,43223.0,0.01661,121.43472299999999,31.232903999999998,长宁路125号
局三小区,2,82085.0,-0.038449000000000004,121.491102,31.207694,制造局路646弄1-10号
星阳苑,9,52106.0,-0.00967077,121.467731,31.324348999999998,保德路258弄
风荷云墅(别墅),28,70760.0,0.048809,121.403549,31.147081,顾戴路645弄
白玉兰馨园(一期),114,58219.0,0.010372,121.43744,31.306728999999997,少年村路479弄1-61号
建安小区,125,15257.0,0.00751863,121.22643799999999,31.253012,纪鹤公路2738弄1-10号
中怡公寓,24,67893.0,0.12025799999999999,121.48791399999999,31.239814000000003,福建中路205号
乌鲁木齐中路188号小区,45,183552.0,0.0110992,121.45196299999999,31.219532,乌鲁木齐中路188号
康桥水都(二期),194,43896.0,0.035291199999999995,121.44584099999999,31.366246999999998,梅林路97弄
恒凌公寓,9,42894.0,0.0165582,121.441497,31.292773999999998,永和路599弄1-6号
恒大华城东林苑,178,65219.0,0.0470011,121.49349299999999,31.164441999999998,西营南路68弄
上海望族城,161,56239.0,-0.0648999,121.44193200000001,31.176385999999997,漕溪路251弄
虹桥正荣府,135,,,121.28523999999999,31.164182,"徐和路165弄,联民路100弄"
剑河小区,9,63010.0,0.012095,121.375031,31.224357,"剑河路200号,剑河路260号,剑河路230号"
嘉发大厦,9,65515.0,0.503408,121.470656,31.239063,北京西路605弄57号
海华小区,10,58799.0,-0.019798,121.41490900000001,31.218006,遵义路412弄
浦江坤庭翠御(公寓),188,55360.0,-0.00374558,121.49424099999999,31.098625,浦秀路1385弄
万龙新村,72,28829.0,0.00579505,121.47946100000001,30.926514,万龙新村
园艺新村,217,51273.0,0.08512130000000001,121.364726,31.151992,七莘路2628弄
云寿坊,9,137404.0,,121.44181299999998,31.227475,愚园路718弄
棕榈湾花园,255,25653.0,-0.014853799999999999,121.35080500000001,30.737253000000003,蒙山路1266弄
谷阳小区,127,25477.0,-0.00947837,121.24170500000001,31.035345,谷阳北路1228弄
安福路新里,39,154372.0,-0.0173925,121.45366100000001,31.22008,安福路53弄
金谷园小区,244,67183.0,-0.030231,121.44323600000001,31.182743,漕溪路125弄
越溪湖畔(别墅),19,9388.0,-0.00463938,121.293124,30.319284000000003,兴慈五路
正文花园(北区),124,65302.0,-0.00684851,121.495223,31.315208000000002,政立路1585弄
中华别墅,18,68290.0,-0.019663,121.414549,31.204667999999998,虹桥路1167弄
万航渡路433弄小区,1,135802.0,0.491412,121.44235400000001,31.231831,万航渡路433弄
中星美华邨(公寓),86,78843.0,0.0227248,121.422132,31.200262,虹桥路1168弄
民主东街170弄小区,9,40594.0,0.179445,121.32091499999999,31.299351,民主东街170弄
九亭教师楼,10,25062.0,0.000389519,121.340907,31.136926000000003,九亭大街317弄1-8号
蓝桥公寓,9,26965.0,-0.000833065,121.22062199999999,31.030545,江学路1388弄
樱苑别墅,1,107604.0,0.00427064,121.486659,31.275044,四川北路2365号
万安路979弄小区,10,56697.0,0.106965,121.47934,31.307470000000002,万安路979弄
郁金香大楼,9,71897.0,0.09560830000000001,121.44895600000001,31.147901,园南二村62号
三义坊,20,111904.0,-0.016850900000000002,121.44696200000001,31.232233,万航渡路223弄
场中公寓,6,40086.0,0.0624047,121.485717,31.312586,场中路28弄
溧阳公馆,25,44911.0,-0.00176127,121.495246,31.268269,溧阳路1155号
松江世纪花苑四村,45,16559.0,-0.022625599999999996,121.319355,30.946938,叶政路765弄
盛园(公寓),22,61723.0,0.0694895,121.37824499999999,31.131760999999997,秀文路555弄
孙顺里,18,124467.0,0.18388,121.471291,31.22332,南昌路99弄
会稽路19弄小区,9,114191.0,0.102406,121.489347,31.228298,会稽路19弄
阳光迪金阁,39,28343.0,-0.13209300000000002,121.405484,31.354585999999998,顾新东路387弄
久阳文华府邸(别墅),107,50782.0,0.00564106,121.20013,31.045740999999996,新松江路2218弄
祥德路新里,17,78880.0,0.000602321,121.49476000000001,31.277158,祥德路264弄
洛川东路352弄小区,10,53333.0,-0.0829952,121.468608,31.276234000000002,洛川东路352弄
华亭一村,5,11402.0,0.0603681,121.316852,30.887902,华亭西路
舒城苑,3,69686.0,-0.00753351,121.44021399999998,31.135963,老沪闵路1055弄1-38号
江桥新苑,35,19973.0,-0.015478799999999997,121.35569299999999,31.263134,曹安公路2019弄
银凯公寓,2,30004.0,0.033593,121.309646,31.292364000000003,德园路321弄1-11号
檀宫,500,328391.0,0.236431,121.380486,31.208406,青溪路555弄
大宁路660弄小区,70,83416.0,0.012175,121.455523,31.278940999999996,大宁路660弄
长宁支路306弄小区,9,77916.0,0.0388915,121.43066,31.230321999999997,长宁支路306弄
逸仙路1321弄3支弄小区,79,51044.0,0.00574452,121.493995,31.322283000000002,逸仙路1321弄3支弄
真情公寓,80,63500.0,,121.392398,31.260237,"真光路1915弄50支弄,铜川路1898弄"
中环国际公寓(三期),99,53116.0,-0.00968984,121.430728,31.339546000000002,场北路669弄
欧四小区,10,64627.0,-0.021211,121.49636399999999,31.277171000000003,"祥德路274弄,祥德路264弄"
凤北小区,42,14949.0,-0.0333545,121.23364,31.206379,凤中路308弄
文华苑,73,34330.0,0.042868,121.479871,30.919220000000003,南奉公路8889弄
海虹苑,53,54425.0,0.0311137,121.484693,31.284315999999997,广灵一路39弄
解放三区,9,24816.0,-0.0926193,121.45836100000001,30.91682,解放新村
虹桥中洋公寓,44,46278.0,-0.004769,121.39054499999999,31.199090999999996,虹梅路3896弄1-6号
新城香溢璟庭,57,38159.0,0.00599894,121.254871,31.359703999999997,依玛路410弄
协合徐汇公寓,9,70439.0,-0.0746596,121.469306,31.202284000000002,大木桥路451号
上大阳光乾静园,115,51121.0,0.0121601,121.41281399999998,31.318640999999996,上大路128弄
华亭路17号小区,1,171422.0,0.101965,121.45634799999999,31.222161,华亭路17号
虹口花园小区,9,45117.0,0.0131066,121.492295,31.254742999999998,昆山花园路1号
上影广场,20,75045.0,0.429217,121.44574399999999,31.190408,零陵路791弄3号
凌兆十一村,9,52056.0,-0.12005899999999999,121.49878700000001,31.150413,上浦路202弄
碧林湾南苑(西区),39,57410.0,-0.0101958,121.362118,31.142546999999997,华友路260弄
黄金豪园(银座),75,72183.0,0.0573716,121.40428,31.200737,黄金城道777弄
佘山月湖山庄,649,78952.0,0.0373575,121.232216,31.107623999999998,林荫新路255弄
甘泉公寓,51,56275.0,0.00183611,121.429829,31.268853999999997,双山路167弄
恒通公寓,9,55810.0,0.08669500000000001,121.478821,31.271864,恒业路387弄
绿地颐景嘉园,87,44453.0,0.0118909,121.264677,31.332265000000003,云谷路157弄
大二小区,75,59000.0,,121.4987,31.278418,"祥德路450弄,大连西路201弄,天宝西路248弄,天宝西路252弄"
徐和路158弄小区,1,14245.0,-0.032332400000000004,121.279292,31.178225,徐和路158弄
志园公寓,9,55347.0,-0.0142675,121.475907,31.263728000000004,止园路288弄
万科翡翠别墅(二期),74,82997.0,0.038086199999999994,121.492728,31.112113,江桃路556弄
煜王苑,61,70822.0,-0.00555555,121.427277,31.219128,武夷路461弄
吴中路870弄小区,27,60534.0,0.0829429,121.397489,31.185491,吴中路870弄
元福大厦,19,80427.0,0.208696,121.438547,31.198306,虹桥路188号
阳明国际花苑,100,53518.0,0.00686554,121.390452,31.126203999999998,山花路108弄
明丰公寓,89,29641.0,0.0854196,121.235025,31.033212,思贤路465弄
长桥一村,529,91585.0,-0.00801143,121.44351499999999,31.142946000000002,上中路
昌鑫花园(公寓),261,36892.0,-0.0063287,121.209319,31.031871999999996,思贤路1855弄
松江新华公寓,45,17459.0,0.00678441,121.293907,31.064218,新庙三路980弄
浦安公寓,30,58213.0,0.020088299999999996,121.444098,31.269541999999998,延长西路220弄
永馨小区,39,63341.0,-0.027513599999999996,121.37966200000001,31.215049,哈密路500弄
莘中新村,1,46222.0,-0.0567183,121.38426499999998,31.110355,莘南路98弄
长征家苑,1,38323.0,0.027879200000000003,121.396975,31.256006,真北路1817弄
剑桥馨苑,94,52462.0,0.0505951,121.416036,31.078409999999998,颛兴东路1550弄
宝昌路632弄小区,9,59914.0,-0.00220976,121.477718,31.267433,宝昌路632弄
武定大厦,27,61813.0,-0.0748957,121.42835900000001,31.218852000000002,武夷路418弄1号
汇众公寓,15,49353.0,-0.0329936,121.439093,31.231710999999997,武定西路1300号
利泰广场,1,35367.0,-0.00227823,121.488325,31.314021,场中路135弄1-4号
南京西路1915弄小区,9,108091.0,0.0704342,121.44910800000001,31.227294,南京西路1915弄
三湘四季花城,802,45367.0,-0.000818685,121.23513200000001,31.063651,广富林路1599弄
君临六六公寓,49,22497.0,0.0226301,121.409976,31.011985,碧江路299弄
